id;longitude;latitude;healthcare;name;speciality;operator_type;operational_status;addr_full;addr_street;addr_housenumber;addr_postcode;addr_city;addr_province;addr_country
4902;-57.95599412;-34.91345448;pharmacy;El Aguila;;;;;Calle 45;700;;La Plata;;Argentina
4903;-60.44197356;-33.75433266;pharmacy;El aguila;;;;;Centenario;123;2717;Acevedo;;Argentina
4904;-54.60885677;-26.41016525;pharmacy;El Aguila;;;;;Pionero Kennedy;201;3380;Eldorado;;Argentina
4905;-54.58951008;-26.40832425;pharmacy;El Alba;;;;;Avenida San Martin Este;3181;3380;Eldorado;;Argentina
4906;-55.89284934;-27.4274532;pharmacy;El Angel;;;;;Avenida Tulo Llamosas;8623;3300;Posadas;;Argentina
4907;-58.71935986;-34.53710476;doctor;El Arcangel;;;;;;;;;;Argentina
4908;-58.36435885;-34.79596844;pharmacy;El Arco de Calzada;;;;;Avenida General San Martin;2942;;;;Argentina
4909;-56.69426573;-36.54124413;pharmacy;El Bagual;;;;;;;;;;Argentina
4910;-55.94520388;-27.36563415;pharmacy;El Boticario;;;;;Avenida Tambor de Tacuari;7144;3300;;;Argentina
4911;-54.6050104;-26.40704903;pharmacy;El Boticario;;;;;Caludio Rodrigo;130;;;;Argentina
4912;-64.25973047;-27.78554462;pharmacy;El Boticario;;;;;Pellegrini;268;4200;Santiago del Estero;Santiago del Estero;Argentina
4913;-64.94492825;-40.7346926;pharmacy;El Boulevard;;;;;Islas Malvinas;1091;8520;San Antonio Oeste;;Argentina
4914;-58.71425285;-34.50189582;pharmacy;El Callao;;;;;Avenida El Callao;;1615;Grand Bourg;;Argentina
4915;-58.74377442;-34.50046487;clinic;El Camino;;public;;;;;1615;;;Argentina
4916;-65.49695746;-25.07760651;pharmacy;El Carril;;;;;20 de Febrero;;;;;Argentina
4917;-58.75914783;-34.32724512;pharmacy;El Cazador;;;;;Avenida San Martin;3139;;;;Argentina
4918;-64.42927432;-31.65814515;pharmacy;El Ceibo;;;;;;;;;;Argentina
4919;-66.27530526;-33.29667194;pharmacy;El Chorullo;;;;;;;;;;Argentina
4920;-60.63451057;-32.95228787;pharmacy;El Circulo;;;;;Mendoza;;;Rosario;;Argentina
4921;-58.49840124;-34.62136527;pharmacy;El Clasico;;;;;Juan Agustin Garcia;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
4922;-58.43903121;-34.56368855;pharmacy;El Condor;;;;;;;;;;Argentina
4923;-58.41173312;-34.762859;pharmacy;El Condor;;;;;;;;;;Argentina
4924;-65.33915347;-26.92536187;pharmacy;El Condor;;;;;Avenida 9 de Julio;101;4128;Lules;;Argentina
4925;-65.91925786;-26.59308118;pharmacy;El Condor;;;;;Ernesto Padilla;;;Amaicha del Valle;;Argentina
4926;-65.21591124;-26.83548213;pharmacy;El Condor;;;;;Juan Bautista Alberdi;489;T4000IVI;San Miguel de Tucumán;Tucumán;Argentina
4927;-64.35345104;-30.42693813;pharmacy;El Condor I;;;;;;;;;;Argentina
4928;-55.89768385;-27.36666915;pharmacy;El Condor I;;;;;Bolivar;;3300;Posadas;;Argentina
4929;-64.35088283;-30.42431761;pharmacy;El Condor III;;;;;;;;;;Argentina
4930;-55.89541294;-27.36574773;pharmacy;El Condor III;;;;;San Martin;1998;3300;Posadas;;Argentina
4931;-64.14856514;-31.43317303;pharmacy;El Fenix;;;;;;;;;;Argentina
4932;-58.51906464;-34.49956096;pharmacy;El Fenix;;;;;Avenida Sir Alexander Fleming;2133;B1640;Martinez;;Argentina
4933;-65.30961388;-24.18447483;pharmacy;El Inca;;;;;General Alvear;1198;4600;San Salvador de Jujuy;Jujuy;Argentina
4934;-60.70765072;-31.64964808;pharmacy;El Inca;;;;;San Martin;2255;3000;Santa Fe;Santa Fe;Argentina
4935;-58.98822022;-27.45290603;pharmacy;El Indio;;;;;Arturo Umberto Illia;2;;;;Argentina
4936;-69.20116925;-38.93063865;pharmacy;El Indio;;;;;Avenida San Martin;511;Q8318;Plaza Huincul;;Argentina
4937;-57.95468378;-34.91611271;pharmacy;El Indio SCS;;;;;Calle 10;780;;La Plata;;Argentina
4938;-64.86817156;-24.22965497;pharmacy;El Milagro;;;;;;;;;;Argentina
4939;-58.97693616;-27.44892345;pharmacy;El Milagro 2;;;;;;;;;;Argentina
4940;-65.70839072;-26.93966391;pharmacy;El Mollar;;;;;21 de Noviembre;;4135;El Mollar;;Argentina
4941;-65.21710524;-26.82175894;pharmacy;El Nogal;;;;;Avenida Mitre;448;T4000JCR;San Miguel de Tucumán;Tucumán;Argentina
4942;-55.89498103;-27.37821145;pharmacy;El Palomar;;;;;Avenida Rademacher;1793;;;;Argentina
4943;-60.62251624;-25.94845818;pharmacy;El Pato;;;;;;;;;;Argentina
4944;-64.48890226;-30.97842645;pharmacy;El Potrerillo;;;;;;;;;;Argentina
4945;-55.11468544;-27.48729656;clinic;El Privado;;;;;Avenida Libertad;;;Obera;;Argentina
4946;-57.59418324;-27.99708734;pharmacy;El Salvador;;;;;Avenida Libertador San Martin;;3485;San Miguel;;Argentina
4947;-59.94342827;-26.05030827;pharmacy;El Shadai;;;;;Chacabuco;444;3531;Pampa del Indio;;Argentina
4948;-58.01711714;-31.39874042;pharmacy;El Sol;;;;;;;;;;Argentina
4949;-55.9021162;-27.40422284;pharmacy;El Sol;;;;;Avenida Uruguay;6175;3300;Posadas;;Argentina
4950;-55.90023816;-27.38556104;pharmacy;El Sol;;;;;Avenida Uruguay;3942;;Posadas;;Argentina
4951;-65.01749751;-31.70918231;pharmacy;El Sol Del Oeste;;;;;;;;;;Argentina
4952;-58.56375938;-34.46190317;clinic;El Tanque;;public;;;Guido y Spano;3134;1646;Victoria;;Argentina
4953;-69.01903385;-33.59038372;pharmacy;El Totoral;;;;;La Argentina;;;Tunuyan;;Argentina
4954;-55.85682325;-27.46352665;pharmacy;El Trebol;;;;;Avenida de Las Americas;3156;3300;Garupa;;Argentina
4955;-64.57426541;-31.90904385;pharmacy;El Vergel;;;;;Avenida San Martin esq 25 de Mayo;;;;;Argentina
4956;-54.60781432;-26.40890051;pharmacy;Eldorado;;;;;Cuyo;49;3380;Eldorado;;Argentina
4957;-65.78390798;-28.47128321;pharmacy;Elena;;;;;Ayacucho;800;;San Fernando del Valle de Catamarca;;Argentina
4958;-54.89763412;-27.09498434;clinic;Elena;;;;;Mariano Moreno;753;3364;Aristobulo del Valle;;Argentina
4959;-60.7978141;-37.54606492;pharmacy;Elia;;;;;;;;;;Argentina
4960;-58.42506001;-34.79814195;pharmacy;Elibian;;;;;;;;;;Argentina
4961;-58.56885072;-34.59759721;pharmacy;Elidan;;;;;General Hornos;;;;;Argentina
4962;-67.02630392;-27.64882052;pharmacy;Eliezer;;;;;;;;;;Argentina
4963;-65.20810886;-26.84033886;pharmacy;Elina;;;;;Bolivar;560;T4000ARL;San Miguel de Tucumán;Tucumán;Argentina
4964;-58.40060597;-32.15970198;pharmacy;Elisa;;;;;;;;;;Argentina
4965;-55.89538537;-27.36314188;doctor;Elite Esthetic;dentist;;;;San Lorenzo;1400;3300;;;Argentina
4966;-58.39129988;-34.60010172;pharmacy;Elixir;;;;;;;;;;Argentina
4967;-62.63404911;-31.40684706;pharmacy;Ellena;;;;;;;;;;Argentina
4968;-60.71460041;-27.28669825;pharmacy;ELMA;;;;;Belgrano;359;3701;San Bernardo;;Argentina
4969;-55.89718195;-27.3631832;pharmacy;Elorza;;;;;Junin;1525;3300;Posadas;;Argentina
4970;-64.98866578;-30.85710653;pharmacy;Eluani;;;;;;;;;;Argentina
4971;-58.52741947;-34.66939994;pharmacy;Eluneey;;;;;Almirante Brown;3625;1752;Lomas del Mirador;;Argentina
4972;-65.23256164;-26.82740357;pharmacy;Ely;;;;;Avenida Colon;176;T4000KHO;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
4973;-71.59755696;-42.05794123;pharmacy;Emanuel;;;;;;;;;;Argentina
4974;-55.5228412;-27.97814491;pharmacy;Emanuel;;;;;Aviador Barrufaldi;;3355;Concepcion de la Sierra;;Argentina
4975;-60.67038394;-32.95149561;pharmacy;Embon;;;;;;;;;;Argentina
4976;-60.64086984;-32.94605903;pharmacy;Embon;;;;;;;;;;Argentina
4977;-60.68173556;-32.95009047;pharmacy;Embon;;;;;Avenida Carlos Pellegrini;4099;S2000;Rosario;;Argentina
4978;-60.64813536;-32.93967705;pharmacy;Embon;;;;;Tucuman;1902;2000;Rosario;;Argentina
4979;-67.52124072;-46.44633131;hospital;EMCO;;;;;;;;;;Argentina
4980;-58.82484821;-27.48403424;clinic;EME;;;;;;;;;;Argentina
4981;-58.28807054;-34.74491771;clinic;Emeca Salud;;;;;Avenida Calchaqui;;;;;Argentina
4982;-59.26112534;-29.17079712;hospital;Emergencia Belgrano;;;;;Avenida del Trabajo;;W3450;Puerto Goya;Corrientes;Argentina
4983;-58.83731981;-34.78173455;hospital;Emergencia Marcos Paz;;;;;Belgrano;;1727;marcos paz;;Argentina
4984;-65.41558695;-24.77140126;hospital;Emergencia Pediatrica;;;;;General Juan Antonio alvarez de Arenales;1033;4400;Salta;;Argentina
4985;-65.19368704;-26.82867217;clinic;Emergencia Privada Vittal;;;;;;;;;;Argentina
4986;-68.3346196;-34.61722235;doctor;Emergencia San Rafael;;;;;Corrientes;298;;;;Argentina
4987;-68.51281911;-31.54000483;hospital;Emergencias Medicas;;;;;;;;;;Argentina
4988;-58.04874432;-29.78883214;hospital;Emergencias Medicas EMECUR;;;;;Juan Pujol;859;3460;Curuzu Cuatia;;Argentina
4989;-67.24861773;-47.025366;doctor;Emergencias Medicas Fitz Roy;;;;;;;;;;Argentina
4990;-67.13631548;-47.18666265;doctor;Emergencias Medicas Jaramillo;;;;;;;;;;Argentina
4991;-60.46407052;-32.07375814;clinic;Emergencias SAP;;;;;;;;;;Argentina
4992;-58.70509344;-34.50479982;pharmacy;Emeric;;;;;Baroni;;;;;Argentina
4993;-64.177738;-31.416703;hospital;EMI Clinica;;private;active;25 De Mayo 424 5000 Córdoba Córdoba;25 de Mayo;424;5000;Cordoba;Cordoba;Argentina
4994;-59.31451178;-33.13498268;pharmacy;Emilio;;;;;San Antonio Norte;811;2840;Gualeguay;;Argentina
4995;-62.83118821;-25.80483837;pharmacy;Emir;;;;;Avenida 25 de Mayo;;3714;Monte Quemado;;Argentina
4996;-57.67910633;-36.31511052;hospital;EMP Emergencias Medicas Privadas;paramedic/general;;;;Vucetich;88;7100;Dolores;;Argentina
4997;-58.51202225;-34.47103416;pharmacy;Empleados De Farmacia;;;;;Rivadavia;;;;;Argentina
4998;-64.80654496;-30.72235747;clinic;Empresa Cabrera Servicios de Salud;;;;;;;;;;Argentina
4999;-64.79413086;-30.73136064;hospital;Empresa Cabrera Servicios Médicos;;;;;;;;;;Argentina
5000;-64.80939422;-30.72167644;hospital;Empresa Prior;;;;;;;;;;Argentina
5001;-58.27899696;-34.78904432;pharmacy;Encinas;;;;;;;;;;Argentina
5002;-58.48611488;-34.57646367;doctor;Endocrinologa Infantil;endocrinology;;;;Avenida Olazabal;5105;1431;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
5003;-64.80434798;-30.72684396;doctor;Endocrinologia;;;;;;;;;;Argentina
5004;-57.57071902;-38.01315804;clinic;Endo-MDQ;;;;;Almafuerte;3499;7600;;;Argentina
5005;-60.70300397;-31.61848308;clinic;Enefro;;;;;;;;;;Argentina
5006;-60.71575644;-31.6378011;clinic;Enefro;;;;;Avenida Gobernador Freyre;3100;;Santa Fe;Santa Fe;Argentina
5007;-58.45244201;-34.55084304;clinic;Eneri;vascular_surgery;;;;Avenida Del Libertador;6647;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
5008;-55.88821524;-27.37345556;doctor;Enfants Consultorio Pediatrico;;;;;Avenida Roque Saenz Peña;2414;3300;Posadas;;Argentina
5009;-68.85932741;-52.21510945;clinic;Enfermaria;;;;;;;;;;Argentina
5010;-64.20736595;-31.40729985;doctor;Enfermedades Digestivas;;;;;;;;;;Argentina
5011;-71.56604721;-41.79014638;hospital;Enfermeria;;;;;;;;;;Argentina
5012;-70.92554961;-47.44226904;clinic;Enfermeria;;;;;;;;;;Argentina
5013;-65.39894963;-24.79511148;clinic;Enfermeria;;;;;;;;;;Argentina
5014;-62.76843684;-37.54553535;hospital;Enfermeria;;;;;;;;;;Argentina
5015;-58.85720411;-34.66542173;doctor;Enfermeria;;;;;;;;;;Argentina
5016;-58.16169893;-32.19014564;doctor;Enfermeria;;;;;;;;;;Argentina
5017;-58.01829488;-34.88537636;hospital;Enfermeria;;;;;;;;;;Argentina
5018;-57.5813233;-37.93354547;doctor;Enfermeria;;;;;;;;;;Argentina
5019;-57.50606915;-35.02973947;clinic;Enfermeria;;;;;;;;;;Argentina
5020;-56.74748721;-36.34023042;hospital;Enfermeria;;;;;;;;;;Argentina
5021;-57.92144777;-34.92020996;doctor;Enfermeria Comunitaria;;;;;Diagonal 73;;;;;Argentina
5022;-64.2850879;-36.62863964;hospital;Enfermeria CPE Hector Vendramini;;;;;;;;;;Argentina
5023;-58.50512286;-31.62584474;pharmacy;Engler;;;;;;;;;;Argentina
5024;-60.65730943;-32.94311572;doctor;Enixe;orthopaedics;;;;;;;;;Argentina
5025;-57.90785467;-34.86507044;clinic;Ente Descentralizado Hospital Integrado Region Sanitaria Xi;;public;;;;;1925;;;Argentina
5026;-57.93865113;-34.94186955;pharmacy;Entio;;;;;Calle 18;;;;;Argentina
5027;-57.56527791;-38.02186944;hospital;Entrada Urgencias HPC;;;;;;;;;;Argentina
5028;-58.23379327;-32.48007198;pharmacy;Entre Rios;;;;;;;;;;Argentina
5029;-57.90962384;-34.94535055;pharmacy;Entre Rios;;;;;Avenida 7;2915;;Villa Elvira;;Argentina
5030;-68.83660264;-32.88585366;pharmacy;Entre Rios;;;;;Entre Rios;126;;Mendoza;;Argentina
5031;-68.52890541;-31.53732153;doctor;Eoftalmo;ophthalmology;private;;;Avenida Jose Ignacio de la Roza;219 (O);5400;San Juan;;Argentina
5032;-68.53213932;-31.53942053;clinic;Eoftalmo;ophthalmology;;;;Santa Fe;449 (O);J5402ACI;San Juan;;Argentina
5033;-62.9824342;-40.80213591;laboratory;EPS Lab;;;;;Bynon;222;8504;Carmen de Patagones;;Argentina
5034;-55.12158022;-27.48309823;pharmacy;Epsom;;;;;Larrea;821;3360;Obera;;Argentina
5035;-62.99040866;-40.80916363;clinic;Equix - Diagnostico Panoramico Digital;diagnostic_radiology;;;;;;;;;Argentina
5036;-66.84231235;-29.39674246;hospital;ERI;;;;;;;;;;Argentina
5037;-66.85445932;-29.40871048;clinic;ERI Emergecia Riojana Inmediata;;;;;;;;;;Argentina
5038;-60.78169143;-31.68567853;pharmacy;Erica Tepp;;;;;;;;;;Argentina
5039;-60.67527344;-32.95132236;clinic;Ermerger;;;;;Avenida Carlos Pellegrini;;;Rosario;;Argentina
5040;-60.75690782;-31.66753398;pharmacy;Escobar;;;;;;;;;;Argentina
5041;-55.54515811;-27.26337745;doctor;Escuadron 11 San Ignacio;;;;;Avenida Sargento Cabral;;3322;San Ignacio;;Argentina
5042;-58.95977111;-34.25007085;clinic;Escuela 24 Isla De Campana;;public;;;Eugenio Maffeis;566;2804;Campana;;Argentina
5043;-60.16427248;-26.5176044;hospital;"Escuela N° 478 Angel Evaristo Palomino""";;;;;;;;;;Argentina
5044;-61.2729567;-34.03469198;hospital;Escuela Rural Nro 18 -(Fuera de Servicio desde 1977);;;;Zona Rural - a 10 kms de Sarasa;Zona Rural;;;;;Argentina
5045;-62.76745188;-37.54747241;pharmacy;Escurra Tirabasi II;;;;;San Martin;;8180;Puan;;Argentina
5046;-58.45018937;-34.56114875;pharmacy;Esencia;;;;;;;;;;Argentina
5047;-58.47104958;-34.58665824;pharmacy;Esencia;;;;;;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
5048;-65.25617472;-26.81968166;pharmacy;Esencial;;;;;Avenida Mate de Luna;4089;T4000CRB;San Miguel de Tucumán;Tucumán;Argentina
5049;-60.65448632;-32.94729678;clinic;Esencialar;;;;;Bulevar Nicasio Oroño;1098;2000;Rosario;;Argentina
5050;-58.37807818;-34.60193945;doctor;Esmeralda Smile;dentist;;;;Esmeralda;;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
5051;-64.51168461;-30.92574451;alternative;Espacio Antakarana;;;;;;;;;;Argentina
5052;-58.53420664;-34.65244335;alternative;Espacio Armonia Infinita;;;;;Avenida Eva Peron;904;1704;Ramos Mejia;;Argentina
5053;-62.11356101;-32.69512605;clinic;Espacio Azcuenaga;;;;;;;;;;Argentina
5054;-68.59354237;-31.53437554;clinic;Espacio Fisiokinesico y Terapia Integral Salud Vittal;kinesitherapy;;;;;;;;;Argentina
5055;-64.51438945;-30.87583967;alternative;Espacio Holistico ChakAna;;;;;;;;;;Argentina
5056;-64.47950011;-30.98768736;alternative;Espacio Holistico Mujer;;;;;;;;;;Argentina
5057;-58.78711154;-34.65256355;doctor;Espacio Psico Moreno;;;;;;;;;;Argentina
5058;-60.85578745;-32.91925035;doctor;Espacio Terapeutico;;;;;;;;;;Argentina
5059;-55.89512922;-27.36706092;clinic;Espacio TISaM;psychology/nutritionist/psychiatry;;;;Bolivar;1941;3300;Posadas;;Argentina
5060;-55.32852757;-27.6104475;clinic;Espacio Vida Sana;;;;;Avenida Las Heras;136;3315;Leandro N. Alem;;Argentina
5061;-60.81221614;-32.91777354;clinic;Espacios de Practica PSI;psychotherapist;;;;Avenida Santa Fe;1758;;;;Argentina
5062;-59.11935568;-34.56578018;doctor;Espacios de Salud;;;;;17 - Bartolome Mitre;227;;;;Argentina
5063;-60.65406212;-32.9754412;pharmacy;España;;;;;;;;;;Argentina
5064;-59.01772477;-27.44682764;pharmacy;España;;;;;;;;;;Argentina
5065;-65.21015924;-26.85272563;pharmacy;España;;;;;9 de Julio de 1816;1579;T4002IPM;San Miguel de Tucumán;Tucumán;Argentina
5066;-58.78636127;-27.48996133;pharmacy;España;;;;;Presidente Juan Domingo Peron;;3400;Corrientes;Corrientes;Argentina
5067;-67.69199878;-34.97789044;pharmacy;Española;;;;;;;5620;General Alvear;;Argentina
5068;-68.83123253;-32.88895748;pharmacy;Española;;;;;Lavalle;515;;Mendoza;;Argentina
5069;-62.43345542;-37.36240577;pharmacy;Espartillar;;;;;Maria Garay;;8171;Espartillar;;Argentina
5070;-60.81332532;-32.91476402;doctor;Especialidades Medicas;child_psychiatry/general/psychiatry;;;;Juan Elorza;1556;;;;Argentina
5071;-68.83427994;-32.91286133;pharmacy;Espejo;;;;;;;;;;Argentina
5072;-54.61371576;-26.02293306;pharmacy;Esperanza;;;;;Avenida 25 de Mayo;;3378;Puerto Esperanza;;Argentina
5073;-58.38859378;-34.8034544;pharmacy;Espora;;;;;Avenida Espora;1119;B1846;Adrogue;;Argentina
5074;-65.72220652;-28.44822023;pharmacy;Esquiu;;;;;Joaquin Acuña;125;;Villa Dolores;;Argentina
5075;-64.35558206;-35.63768193;hospital;Establecimiento Asistencial Aristides Granda;;;;;;;;;;Argentina
5076;-64.12196266;-35.3342986;hospital;Establecimiento Asistencial Dr Nestor Schanton;;;;;;;;;;Argentina
5077;-65.72763607;-27.88225083;hospital;Establecimiento Sanitario Distrital Hospital De Balcozna;;public;;;;;4719;Villa De Balcozna;;Argentina
5078;-66.23932125;-28.85417617;hospital;Establecimiento Sanitario Distrital Hospital De Chumbicha Dr Roberto Ramon Carro;;public;;;;;4728;Chumbicha;;Argentina
5079;-66.21335705;-28.17404307;hospital;Establecimiento Sanitario Distrital Hospital De Saujil;;public;;;;;5321;Saujil;;Argentina
5080;-65.50533442;-28.05209903;clinic;Establecimiento Sanitario Distrital Hospital Los Altos;;public;;;;;4723;Los Altos;;Argentina
5081;-65.32547562;-28.9192681;hospital;Establecimiento Sanitario Distrital Hospital Zonal De Icaño;;public;;;;;5265;Icaño;;Argentina
5082;-58.46284127;-34.54960947;pharmacy;Estacion Nuñez;;;;;;;;;;Argentina
5083;-58.45402434;-34.56580901;doctor;Estetica Buenos Aires;;;;;;;;;;Argentina
5084;-64.28486805;-36.61977007;clinic;Estetica Dental Casalegno - Monlezun;dentist;;;;;;;;;Argentina
5085;-64.31623195;-31.17043691;pharmacy;Estevan de Ergueta;;;;;;;;;;Argentina
5086;-58.01528511;-31.39917435;doctor;Esteves - Esteves;;;;;;;;;;Argentina
5087;-58.79052398;-34.6436328;doctor;Estevez De Palma;dentist;;;;;;;;;Argentina
5088;-63.23909001;-32.41213992;alternative;Estilo Pilates;;;;;25 de Mayo;245;;;;Argentina
5089;-58.56317751;-34.652814;pharmacy;Estilo Salud;;;;;Avenida de Mayo;;;;;Argentina
5090;-58.55319953;-34.64010586;pharmacy;Estilo Salud;;;;;Avenida Rivadavia;13236;1704;Ramos Mejia;;Argentina
5091;-58.55644005;-34.63937102;pharmacy;Estilo Salud;;;;;Doctor Gabriel Ardoino;640;1704;Ramos Mejia;;Argentina
5092;-58.73619131;-34.38503265;pharmacy;Estrada;;;;;;;;;;Argentina
5093;-67.69553016;-34.97569212;pharmacy;Estrella;;;;;;;;;;Argentina
5094;-64.18823635;-31.43000207;pharmacy;Estrella II;;;;;Avenida Ambrosio Olmos;686;;;;Argentina
5095;-64.60003113;-33.62183706;pharmacy;Etchechoury;;;;;Cincuentenario;171;5847;Coronel Moldes;;Argentina
5096;-58.43527084;-34.77272794;pharmacy;Etchegaray;;;;;;;;;;Argentina
5097;-58.56155301;-34.5960914;pharmacy;Ethical;;;;;;;;;;Argentina
5098;-68.52919685;-31.53940016;clinic;Ethical Centro Médico;;;;;Santa Fe;254 (O);J5402ACF;San Juan;;Argentina
5099;-55.32282167;-27.60534502;pharmacy;Euro City III;;;;;Avenida Belgrano;140;3315;Leandro N. Alem;;Argentina
5100;-55.12074161;-27.48715046;pharmacy;Euro Salud;;;;;Santa Fe;146;3360;Obera;;Argentina
5101;-55.11793367;-27.48377264;pharmacy;Eurociti II;;;;;Avenida Sarmiento;580;3360;Obera;;Argentina
5102;-55.89082804;-27.36912354;pharmacy;Eurocity I;;;;;La Rioja;1510;3300;Posadas;;Argentina
5103;-53.64740822;-26.25533382;pharmacy;Eurofarmacia;;;;;Avenida El Libertador;164;3366;Bernardo de Irigoyen;;Argentina
5104;-55.11777936;-27.48559604;pharmacy;Europa;;;;;Avenida Libertad;177;3360;Obera;;Argentina
5105;-64.29174481;-36.61892677;doctor;Europtica;;;;;;;;;;Argentina
5106;-61.96563341;-33.74767214;doctor;Europtica;;;;;;;;;;Argentina
5107;-61.96405166;-33.75642235;doctor;Europtica;;;;;;;;;;Argentina
5108;-60.65032471;-32.96534067;doctor;Europtica;;;;;;;;;;Argentina
5109;-60.64760922;-32.94464592;doctor;Europtica;;;;;;;;;;Argentina
5110;-60.01094316;-31.86997496;doctor;Europtica;;;;;;;;;;Argentina
5111;-60.64021027;-32.94617025;doctor;Europtica;;;;;Peatonal Cordoba;;;Rosario;;Argentina
5112;-60.77284114;-32.99995391;doctor;Europtica Perez;;;;;Bartolo Morelli;;S2121;Perez;;Argentina
5113;-58.51685207;-34.46955467;laboratory;Evidenciar;;;;;Avenida Centenario;629;1642;San Isidro;Provincia de Buenos Aires;Argentina
5114;-58.69273642;-34.55785601;hospital;Ex Clinica del Buen Ayre;;private;;;;;;;;Argentina
5115;-60.09554783;-25.05280715;hospital;Ex hospital de E del Campo;;;;;;;;Estanislao del Campo;;Argentina
5116;-55.32068194;-27.60525818;pharmacy;Exactas;;;;;Avenida Libertador;100;3315;Leandro N. Alem;;Argentina
5117;-55.32901548;-27.60785741;pharmacy;Exactas II;;;;;Rivadavia;715;3315;Leandro N. Alem;;Argentina
5118;-58.40900523;-34.58773137;pharmacy;Eximia;;;;;Beruti;3300;;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Argentina
5119;-64.87067616;-24.23384894;pharmacy;exodo;;;;;;;;;;Argentina
5120;-64.42788955;-31.65780946;doctor;Experiencia de vida;;;;;Boulevard Presidente Doctor Raul Alfonsin;47;5186;;;Argentina
5121;-57.93422883;-34.91595597;pharmacy;Experta;;;;;Avenida 1;;;;;Argentina
5122;-68.51904368;-31.53541691;clinic;Exxo Clinica Dental;dentist;;;;;;;;;Argentina
5123;-58.20899424;-34.82107442;pharmacy;Eyler;;;;;;;;;;Argentina
5124;-57.59117028;-27.99583442;pharmacy;Eyu Pora;;;;;Bension Pisclik;;3485;San Miguel;;Argentina
5125;-66.57963817;-31.34011831;hospital;F Maria de la Salid II;;;;;Avenida San Martin;787;5470;Chepes;;Argentina
5126;-58.25107081;-34.72549407;pharmacy;Fabbro;;;;;Brandsen;;;;;Argentina
5127;-64.411717;-31.72903954;pharmacy;Fabbro;;;;;Ruta Provincial 5;;;Valle de Anisacate;;Argentina
5128;-58.39380942;-34.71693824;pharmacy;Fabogesic;;;;;Avenida Hipolito Yrigoyen;;;;;Argentina
5129;-68.27933651;-31.65365916;pharmacy;Faccas;;;;;;;;;;Argentina
5130;-68.92544948;-37.39221702;pharmacy;Facundo;;;;;Hipolito Yrigoyen;627;8319;Rincon de Los Sauces;;Argentina
5131;-57.92399654;-34.90373306;pharmacy;Fagnani;;;;;Avenida 60;525;;;;Argentina
5132;-65.19392182;-26.83629945;pharmacy;Faith;;;;;Avenida Brigido Teran;250;T4000HPP;San Miguel de Tucumán;Tucumán;Argentina
5133;-57.98680675;-34.93881518;pharmacy;Falco;;;;;Avenida 137;586;;;;Argentina
5134;-58.00560418;-34.92483224;pharmacy;Falco;;;;;Avenida 137;586;1900;La Plata;;Argentina
5135;-66.31748376;-33.31401016;pharmacy;Falvo;;;;;Salvador Segado;;5700;;;Argentina
5136;-68.8450542;-32.89431846;pharmacy;Famacia Mori;;;;;Avenida Colon;;;;;Argentina
5137;-57.58944411;-37.97646978;pharmacy;Famacia Riadigos;;;;;Avenida Pedro Luro;6901;;;;Argentina
5138;-64.31623531;-31.17078526;pharmacy;FamaPlus;;;;;;;;;;Argentina
5139;-64.19877006;-31.40919576;pharmacy;Famarcia;;;;;Avenida Colon;;;;;Argentina
5140;-67.50482267;-29.30196166;pharmacy;Famatina;;;;;;;;;;Argentina
5141;-64.192471;-31.418072;hospital;FAMILY EMERGENCIAS MEDICAS SRL;emergency/ ambulance;private;active;Simón Bolívar 362 5000 Córdoba Córdoba;Simón Bolívar ;362;5000;Cordoba;Cordoba;Argentina
5142;-60.70926701;-31.64161864;pharmacy;Fanessi;;;;;1 de Mayo;2899;3000;Santa Fe;Santa Fe;Argentina
5143;-61.77193877;-29.23319393;pharmacy;Fantini;;;;;Avenida Rivadavia;1302;3060;Tostado;;Argentina
5144;-55.89126943;-27.3849764;pharmacy;FAPS;;;;;Avenida Cabred;;3300;Posadas;;Argentina
5145;-58.83190518;-27.46814525;pharmacy;Far Mar;;;;;;;;;;Argentina
5146;-58.83093405;-27.47046025;pharmacy;Far Mar;;;;;;;;;;Argentina
5147;-58.83005982;-27.47633152;pharmacy;Far Mar;;;;;;;;;;Argentina
5148;-58.39203187;-34.6055119;pharmacy;Far Mar;;;;;;;;;;Argentina
5149;-58.79021075;-27.46659795;pharmacy;Far Mar;;;;;Avenida Armenia;;3400;Corrientes;Corrientes;Argentina
5150;-58.82924845;-27.46927882;pharmacy;Far Mar (España);;;;;;;;;;Argentina
5151;-58.82574683;-27.48297535;pharmacy;Far Mar (Maipu);;;;;;;;;;Argentina
5152;-58.83978015;-27.47505604;pharmacy;Far Mar (Salta);;;;;Salta;;3400;Corrientes;Corrientes;Argentina
5153;-58.83655077;-27.47553197;pharmacy;Far Mar 3 De Abril;;;;;;;;;;Argentina
